Gene,CNT38,CNT48,CNT56,IPD12,IPD13,IPD28
TMEM132C,34.0982,31.3768,29.2997,77.7169,33.1816,0
TMEM132D,1.53039,2.38139,1.74815,9.59349,1.52544,0.380629
TMEM132E,1.9832,2.9998,0.429623,2.36148,2.37775,2.34744
TMEM134,1.714725969,1.549831938,1.662232625,1.26705275,1.310178125,2.02731125
TMEM135,1.806667667,1.675319333,1.748886667,2.771360927,1.79802,1.740896
TMEM136,2.146710429,1.610963485,2.08758682,2.363223623,1.81167397,2.009453571
TMEM138,9.1360645,8.17885,9.892167,10.22583,6.989651,7.4743735
TMEM139,0.015449545,0.008374955,0,0.008260809,0.008744755,0.018158273
TMEM140,7.16964,6.19393,5.4387,9.73094,6.8588,8.10058
TMEM141,11.7779,9.70136,12.9869,8.14345,11.1109,16.3489
TMEM143,0.309246,0.3770966,0.3657456,0.308578427,0.3475062,0.3361344
TMEM144,1.16928,0.840848,1.11558,1.48424,1.23181,0.30734
TMEM145,28.284,27.6403,24.2249,38.1859,14.2812,11.1916
TMEM147,51.162515,48.96735933,34.15001667,60.02891667,36.838007,38.28197667
TMEM14A,17.2464,22.0696,14.8467,30.2503,17.9423,22.1646
TMEM14B,11.848575,11.72801433,9.308619833,15.8720395,11.75174667,10.66787833
TMEM14C,58.74734,56.14627,49.13194,80.10098,59.00776,46.21984
TMEM150A,6.392855,7.231675,4.93665,6.4084,5.999785,5.921785
TMEM150B,0.100215,0.04274725,0.047829,0.02679225,0.03781575,0.02944625
TMEM150C,2.293305,2.203179,3.392446,2.199735,2.475635,2.4315835
TMEM151A,0.460488,0.277303,0.232702,0.376574,0.265756,0.795918
TMEM151B,14.2112,13.2357,8.05,20.4394,10.256,10.1113
TMEM154,1.81076,0.49717,0.735078,1.33546,1.14666,0.782801
TMEM155,0.05754055,0.044330417,0.242763167,0.01415175,0.065248333,0.082565334
TMEM156,0.2688739,0.1408148,0.3121622,0.2061878,0.15529285,0.2405584
TMEM158,26.55,9.72117,7.76395,17.1503,13.7538,13.7536
TMEM159,1.748308471,1.252912857,1.730915286,2.275227,1.485290143,1.75901
TMEM160,58.2267,60.3366,31.8634,36.3497,42.4479,56.074
TMEM161A,46.916265,32.075465,33.42797,39.442435,28.78677,31.4041
TMEM161B,3.85979225,2.209831,2.93488025,4.5975635,2.62173675,3.03144725
TMEM163,1.27052,1.56208,0.891729,0.999035,1.60749,4.26024
TMEM164,10.33849667,6.046143333,10.23598,16.24792,11.46004,11.55946667
TMEM165,33.97735,41.0698,25.114888,61.038406,31.333712,29.859275
TMEM167A,34.9381,34.6279,32.1671,43.8789,34.4798,43.6908
TMEM167B,6.74813,4.76258,7.125433333,8.133096667,5.265690667,9.747067667
TMEM168,5.782652,4.5071688,5.00191,5.372516667,3.508866667,5.109736333
TMEM169,6.89291,4.791202868,8.2829575,9.6097725,6.804545,6.399853195
TMEM17,5.71217,3.53077,3.33892,8.51997,3.97401,5.46483
TMEM170A,5.03930825,4.4642395,4.091175,5.2967825,3.793517175,5.11810225
TMEM170B,8.92741,7.64115,8.16459,10.173,8.93159,9.26742
TMEM171,0,0,0,0,0.04594159,0
TMEM173,0,0.0516995,0.03856375,0.02160215,0.03049025,0
TMEM174,0,0,0,0,0,0
TMEM175,1.245975746,1.374483429,1.404963571,1.3368178,0.903481143,1.623534303
TMEM176A,15.8586,14.651,4.2828,22.9981,6.36368,4.54611
TMEM176B,2.121145012,2.48424575,0.5901585,2.947970025,1.0011055,0.58896625
TMEM177,4.42379,3.9793,3.389676667,4.393797333,4.14557,4.94917
TMEM178A,11.888035,13.96435,11.852185,18.85525,9.06921,11.290225
TMEM178B,11.8608,6.63167,9.61207,17.2363,7.45041,10.1731
TMEM179,2.70499,1.124663,2.1075825,5.0179345,1.93178,1.490673
TMEM179B,33.2066,30.0901,30.9939,47.8046,26.735,31.7159
TMEM18,5.05722,6.62804,3.29024,5.62623,7.03885,5.12812
TMEM181,39.5795,19.4735,25.0453,38.6224,24.9033,24.4907
TMEM182,0.3629132,0.3677,0.3342816,0.468027,0.366925,0.4042388
TMEM183A,1.448788385,1.291793923,0.616251846,1.477749923,1.214219154,1.601807538
TMEM184A,0.17012,0.272731,0.141251,0.251316,0.136834,0.131012
TMEM184B,9.602183333,11.08357,6.214396667,11.24156567,6.656233333,10.489769
TMEM184C,26.9251,29.8305,18.3144,45.5073,21.9261,23.4793
TMEM185A,8.327168,6.74102,5.754377,10.595231,6.753765,8.21348475
TMEM185B,15.6603,9.36654,8.46517,18.1731,11.5852,12.4315
TMEM186,11.3881,9.0998,10.9686,16.0357,9.64449,10.9015
TMEM187,9.49061,1.89414,6.39952,9.35773,9.33097,10.1312
TMEM189,9.347652667,5.094677,3.6621,5.738733333,4.985936,6.325820333
TMEM189-UBE2V1,1.80117,0.00237199,2.03759,1.17212,1.11714,2.32218
TMEM19,11.6797,12.3907,9.7454,20.7816,10.1415,10.3364
TMEM190,0.521683,0,1.3279,0.371922,2.75598,0.408765
TMEM191B,2.97851,3.57966,3.45033,3.36615,0.328977,5.20024
TMEM191C,0.982309,1.39899,2.53064,0.0360774,1.25401,1.68633
TMEM192,15.6789,10.8009,9.66829,17.7036,12.4489,10.8814
TMEM196,0.218066,0.118385,0.151382,0.233198,0.194495,0.698997
TMEM198,8.004975,6.254475,3.862405,8.4842685,5.515474,6.513965
TMEM199,13.0549,13.6742,9.24817,16.2538,12.1826,12.9241
TMEM200A,0.7695375,0.72961275,0.444385,1.16997,0.41283725,0.328058625
TMEM200B,0.105385,0.1772155,0,0.4409305,0.1054565,0.0213937
TMEM200C,11.2002,9.65862,6.16707,10.1364,8.16227,10.8072
TMEM201,14.70395,10.286705,8.83476,15.992045,10.020705,12.760655
TMEM202,0,0,0,0,0,0
TMEM203,32.1198,29.7423,21.0867,34.0452,26.9539,26.7428
TMEM204,0.115532,0.1905375,0.0918985,0.1194215,0.11799005,0.04526255
TMEM205,19.0614085,15.23409333,13.75812833,21.24589167,15.37731667,11.25521017
TMEM206,32.91127,21.881996,25.4306555,33.7358755,22.07416,23.53806
TMEM207,0,0,0,0,0,0
TMEM208,23.52817333,19.46034867,15.13267333,24.11424867,16.11035333,16.211613
TMEM209,32.105235,14.0935,21.723155,35.33357,19.78803,18.92305
TMEM210,0,0,0,0,0,0
TMEM211,0,0,0,0.209909,0,0
TMEM212,13.5854,9.49898,15.2387,14.2975,10.0666,12.4252
TMEM213,0.59591,0.424851,0.671193,0.618002,0.364618,0.306606
TMEM214,17.77547,15.7352,14.200785,21.21403,14.96031,13.58491
TMEM215,0.0481158,0.184716,0.011482,0.0900455,0,0
TMEM216,4.5212975,5.28631,3.298655,6.19654075,4.2446475,3.709305
TMEM217,0.093309333,0.168617333,0.065246267,0.305321,0.179376,0.179834333
TMEM218,0.593334409,0.518314667,0.643784233,0.7357224,0.575935267,0.716867222
TMEM219,23.1877,17.8029,21.39955,25.90035,22.86995,28.6865
TMEM220,2.97E-06,1.52643,0,0.926232,0.820834,0.51465
TMEM221,0.661026,0.250634,0.630968,0.58908,0.304866,0.690597
TMEM222,8.489357,9.2227515,6.208585,10.777225,7.718433,7.6612595
TMEM223,30.5011,27.6674,25.0363,37.6458,23.6634,17.8866
TMEM225,0,0,0,0,0,0
TMEM225B,0.19186162,0.15003792,0.213659073,0.11968573,0.107845333,0.169124047
TMEM229A,0.696634,1.18861,1.04859,0.315182,0.566187,0.881755
TMEM229B,0.012572444,0.057857239,0.008991035,0.008058378,0.009952203,0.008856646
TMEM230,5.362125714,9.592906286,5.869184286,9.656885714,6.12912,8.831931571
TMEM231,16.99791,9.153889333,12.07765533,19.04757533,13.07551333,11.31371367
TMEM232,0.482285,0.28622,0.820633,1.0315,0.474753,0.813296
TMEM233,0.163515,0.037532,0.113483,0.0481468,0.0697942,0.119188
TMEM234,2.73531425,2.6381845,2.37431775,3.262579,2.288395,2.39602475
TMEM235,0,0,0.009714067,0,0,0
TMEM236,0.683573,0.457885,0.535344,0.366389,0.273281,0.545514
TMEM237,11.19605,9.34814,10.750765,17.49195,10.60898,9.99331
TMEM238,0.149836,0.127827,0,0.320467,0.226161,0
TMEM239,0.118631,0.086194,0.245426,0.0785275,0.06878,0.0683315
TMEM240,6.05221,3.58386,3.26231,4.87317,3.49284,4.77011
TMEM241,1.0138742,0.628391384,0.875024774,0.98145934,0.779413587,1.09545522
TMEM242,6.77083,5.06516,6.23038,10.4496,5.5454,6.05888
TMEM243,5.82337,4.436,3.751036667,6.985763333,3.747793333,2.485006667
TMEM244,0,0,0,0,0,0
TMEM245,46.7346,32.5494,33.5207,56.669,34.9858,31.0301
TMEM246,11.48453333,8.070511333,5.476324633,13.10659067,5.040561,1.010710108
TMEM247,0,0,0,0,0,0
TMEM248,41.4117,36.5703,30.8494,59.4552,32.4652,34.4409
TMEM249,0.9650875,1.1231255,1.258340001,0.91142825,0.63261075,1.562739
TMEM25,1.772528589,1.86389308,1.634818306,2.651341185,1.610267427,1.777023108
TMEM250,6.596876667,5.926756,3.899791333,6.274777333,5.110235333,6.980365
TMEM251,12.174905,10.693585,11.965305,16.45251,11.793285,12.195275
TMEM252,0,0.318535,0,0.998229,0.0939297,0
TMEM253,1.84355,1.07226,1.75346,1.4475,1.2082,1.02271
TMEM254,3.701502008,2.794369769,2.705271077,5.55794893,3.3437232,2.857416428
TMEM255A,0.207395333,0.044232667,0.068050337,0.143039,0.170014,0.060939333
TMEM255B,1.12343,0.33782,2.44627,1.37534,0.635364,1.51158
TMEM256,34.6052,53.7872,41.3841,40.3786,45.5994,32.2237
TMEM258,463.186,416.41,386.858,487.946,369.241,382.157
TMEM259,76.7099,65.527011,65.99994,70.514584,42.611465,71.5965
TMEM26,0.004188367,0.014292567,0,0,0.003160943,0.028122433
TMEM260,9.93998,10.1995,8.59207,17.08,9.22028,11.954
TMEM262,0.134201,0.3434645,0,0.287027,0.1012805,0.31546
TMEM263,1.2054055,1.631682191,0.933010833,1.762987667,1.545344333,1.575556833
TMEM265,7.74578,7.60488,5.38583,7.5692,5.46773,7.18103
TMEM266,0.114905,0.0980261,0.0822598,0.0921585,0.130077,0.0675252
TMEM267,7.30344,4.89202,6.38571,10.3318,5.82615,6.13531
TMEM268,2.156335,1.9972435,1.1486055,3.674254,1.3738635,1.426955
TMEM269,1.15487,0.886922,1.41879,0.743058,0.798114,1.03139
TMEM270,0,0,0,0,0,0
TMEM272,0.060587,0.018795334,0.011476567,0.036283,0.018493334,0.0328238
TMEM273,0.01935188,0.01650926,0.0425148,0.0876042,0.040337,0
TMEM30A,48.016375,28.41675001,35.52088,50.93224,37.360885,37.7679255
TMEM30B,0,0.0376713,0.0140499,0,0.0111085,0
TMEM31,0.511242,0.109036,1.20487,0.956757,0.86812,0.751096
TMEM33,39.621,31.9534,24.31,48.6061,22.6506,28.6255
TMEM35A,15.9567,12.9128,17.0271,21.2312,13.1136,26.8046
TMEM35B,13.698,4.12902,8.71678,18.7502,9.78647,5.36656
TMEM37,0.944447,1.53819,0.737592,2.47905,0.971957,0.201824
TMEM38A,4.04716,3.74452,3.56181,4.99718,1.91239,3.43634
TMEM38B,36.1699,24.3178,28.4967,52.1877,47.4519,31.9166
TMEM39A,13.03535,8.7446475,9.398953,15.902,9.96765,9.2096
TMEM39B,9.578423125,11.16845803,6.46264025,13.133485,7.15940725,7.728772138
TMEM40,0.094908,0.05044225,0.085638,0.11512475,0.0667745,0.0809651
TMEM41A,23.4241,17.2205,19.4958,30.7299,19.9207,19.2978
TMEM41B,12.098664,7.507994333,9.620613,13.50439767,8.421106667,8.916830333
TMEM42,6.90596,6.69905,10.0487,11.8883,7.3729,6.63198
TMEM43,82.044,65.1413,58.4874,123.476,67.3238,55.2728
TMEM44,4.935840001,3.645212503,3.47333,5.19708925,4.1123675,3.117977501
TMEM45A,35.0626,28.3211,34.7144,44.2768,28.0098,27.6194
TMEM45B,0,0.206663,0,0,0,0
TMEM47,53.3565,28.8596,51.6585,45.6368,75.9294,114.109
TMEM50A,85.2384,63.192,72.945,106.861,69.757,74.3584
TMEM50B,9.85303,7.00703,11.5218,15.890455,8.9383,8.25109
TMEM51,1.52585542,0.651246667,0.947845667,1.530822833,1.175780333,3.548466667
TMEM52,6.3561,0.89136,4.98664,2.14157,2.29989,4.09342
TMEM52B,0.1654505,0.149562,0.244287,0.217778,0.221998,0.2861065
TMEM53,0.9498525,0.8475085,0.6100875,0.8459885,0.9331535,0.5404
TMEM54,0.51093,0,0.34523,0.515135,0.1957525,0.91457
TMEM56,1.27888,0.8582575,0.9110375,2.761205,1.015654,0.556694
TMEM56-RWDD3,2.50812,1.33409,1.61889,3.32873,1.85976,2.41965
TMEM59,10.18596371,10.37887929,10.19175471,15.15484871,9.578743857,10.346269
TMEM59L,6.62869,6.11663,5.89685,7.57089,3.6754,9.00986
TMEM60,43.2029,38.2093,46.3459,61.3538,43.4483,37.7337
TMEM61,0.0633154,0,0,0,0,0
TMEM62,5.05965,3.3881,2.98149,7.88995,4.55875,6.17094
TMEM63A,10.7661,7.21741,10.7112,9.9739,7.64846,7.82008
TMEM63B,16.95491,11.60272,15.13920017,13.21994,11.556645,14.09039
TMEM63C,1.00631,0.286165,0.903379,1.17863,0.551511,1.32355
TMEM64,2.9446015,2.4418385,1.895415,2.704024,2.426305,2.7348635
TMEM65,4.32249,4.32379,3.5303,4.85031,4.80134,6.15365
TMEM67,8.697066667,5.825636667,7.562746667,11.79481,6.685353333,6.163771667
TMEM68,13.085935,5.60927025,10.93472,11.516412,9.223825,8.281773
TMEM69,32.3718,27.4953,25.6507,35.3758,27.8652,27.1879
TMEM70,4.787768,5.05329,3.593974,6.804541,5.323939667,4.386806667
TMEM71,0.018178,0.02877845,0,0.0388788,0,0
TMEM72,0,0,0,0,0,0
TMEM74,0.953575,0.865705,1.177925,1.139715,0.4233275,0.74318
TMEM74B,1.34665,0.715385,1.193187,1.0346515,0.4764555,0.3199805
TMEM79,2.357515,2.2015505,1.630855,2.53608,1.53902,1.6148
TMEM80,4.90529,4.4316525,3.63601675,4.867400016,4.364539,3.461018
TMEM81,3.25208,3.26111,3.48542,3.53876,3.6169,3.41992
TMEM82,0,0,0,0,0,0
TMEM86A,0.181459,0.432992,0.155887,0.930099,0.246503,0.170619
TMEM86B,3.98672,3.92705,5.1393,3.99965,3.10181,5.74843
TMEM87A,21.01505,12.58073467,15.761727,23.78763333,14.11225467,14.38733333
TMEM87B,14.011,6.74409,9.9444,15.6694,9.69238,9.44201
TMEM88,3.991725,2.696815,0.908358,1.801405,1.713985,1.222851835
TMEM88B,3.04852,2.38399,0.727475,2.98839,1.91725,2.68725
TMEM89,0.298947,0.255034,0.285353,0.319691,0.112807,0.8784
TMEM8A,26.2549,19.2449,18.5958,20.9655,17.2846,19.1665
TMEM8B,7.9581,4.7988,6.033743333,6.444886667,5.36085,8.297677
TMEM9,15.04518,9.895248391,11.58502218,19.31667709,11.92633818,12.88861009
TMEM91,1.326226667,0.611731667,1.313546175,0.939767333,0.616824409,0.867426667
TMEM92,0.012440795,0.01073725,0.02372845,0.0655965,0.009389201,0.0144189
TMEM94,11.01781333,9.531363333,14.06043333,13.92039,9.931696667,10.70324
TMEM95,0,0,0,0,0,0.02600568
TMEM97,170.413,130.648,143.04,207.267,139.109,141.527
TMEM98,48.68739333,39.84987,31.98269333,81.00174667,39.81816,38.37343333
TMEM99,1.325753395,1.353346667,1.655621333,2.181153333,1.343044333,1.811233333
TMEM9B,6.420595333,6.505366667,5.05643,7.256436667,5.864283333,6.144326773
TMF1,6.53901,5.85166,5.39358,10.5749,7.244,7.42564
TMIE,0.0382956,0.294033,0.0365542,0.40953,0.115606,0
TMIGD1,0,0,0,0,0,0
TMIGD2,0.901824722,0.776316333,0.78431,0.464247356,0.495725511,0.521323333
TMIGD3,0,0,0,0,0,0
TMLHE,3.615615,1.86597,2.842635,4.400895,3.734475,3.64248
TMOD1,0.046844,0.152304,0.0509155,0.1955125,0.0782475,0.176629
TMOD2,1.316760217,1.3275275,1.746300019,2.20053728,1.475730548,2.053590572
TMOD3,12.0554,13.2541,8.51206,33.2883,15.5262,10.5152
TMOD4,0.693137,0.63806,0.988498,0.307625,0.217098,0.543177
TMPO,24.34812,26.0513625,17.867975,40.968315,26.107775,26.7623275
TMPPE,0.558404,0.2319465,0.422734,0.5582115,0.3414985,0.271575
TMPRSS11A,0,0,0,0,0,0
TMPRSS11B,0.421775,0.221199,0.689,0.200352,0.243574,0.330755
TMPRSS11D,0,0,0.0465446,0,0.0368003,0
TMPRSS11E,0,0,0,0,0.0246895,0
TMPRSS11F,0,0,0,0,0,0.0396914
TMPRSS12,0,0,0,0,0,0
TMPRSS13,0.0077827,0.0066395,0.022909075,0.008322768,0.00752895,0
TMPRSS15,0,0.0569808,0,0,0,0
TMPRSS2,0,0,0.009977203,0.033533454,0,0
TMPRSS3,0.1158136,0.0927298,0.116084,0.1179538,0.0507984,0.0862104
TMPRSS4,0,0,0,0,0,0
TMPRSS5,0.178799143,0.14752,0.150907097,0.164762571,0.091585148,0.099063071
TMPRSS6,0.100238333,0.116055,0.094818667,0.130164333,0.070245667,0.134643333
TMPRSS7,0.04396085,0.04892415,0.01356195,0.1303935,0.04298125,0
TMPRSS9,0.357809,0.341521,0.49569,0.0638505,0.135186,1.03084
TMSB10,938.97,1065.72,884.893,1186.31,1012.32,1357.39
TMSB15A,121.096,162.879,112.988,167.543,113.929,156.837
TMSB15B,6.10775,12.89685,11.4609,16.29645,13.74185,19.16395
TMSB4X,1194.58,2151.05,1970.66,1360.21,2209.48,2734.34
TMSB4Y,0.784764,0.967004,1.58133,0.606164,0.592261,1.5372
TMTC1,3.343508,1.416718,1.567375,2.565572,2.4498575,2.27157
TMTC2,7.538418333,5.76912,7.912404333,12.88175333,8.933093667,4.949383333
TMTC3,15.4642,10.3754,9.59212,20.8852,10.9941,10.0059
TMTC4,8.312778,7.2276865,6.120714925,8.66751575,6.766061485,7.330598182
TMUB1,24.68387,22.4163,19.06481,22.546975,15.44352,29.48036
TMUB2,3.244503333,3.022649,1.585575467,2.8256,1.871446667,2.498379953
TMX1,105.156,71.3502,89.0362,123.386,80.1493,88.3036
TMX2,23.96404259,15.77329688,17.42650525,24.24639066,16.1632021,13.97210764
TMX3,34.8729,14.4416,25.2423,38.64,20.6595,17.5402
TMX4,12.4149,14.6214,10.9397,29.9887,14.5006,9.56873
TNC,2.35765,4.42708,0.451945,4.76536,1.49783,1.07011
TNF,0,0,0,0,0,0
TNFAIP1,10.4897,14.2819,10.065,15.9787,11.7338,14.5765
TNFAIP2,4.41526,4.86476,3.80896,5.6574,1.9888,1.43826
TNFAIP3,0.565407969,0.38746913,0.203496333,0.887474988,0.300797467,0.098047628
TNFAIP6,0,0.807463,0,0.0562319,0.277789,0
TNFAIP8,0.8892695,0.8333915,0.8282295,1.063340833,0.720284667,0.717530667
TNFAIP8L1,1.944625,1.32327,2.343740038,1.658310061,1.20529,2.972415
TNFAIP8L2,0,0.170068,0.0634289,0.142123,0,0
TNFAIP8L3,0.1490275,0.22187,0.2137505,0.1455285,0.071498,0.1982605
TNFRSF10A,0.539525,1.35786,0.974723,1.64191,0.160094,0.0574105
TNFRSF10B,106.6860333,38.5188,77.51485,73.3869,72.14103667,66.37671333
TNFRSF10C,1.78183,4.37807,4.21152,0.727404,3.40552,1.61538
TNFRSF10D,52.0296,7.6014,9.45606,8.38218,27.21,4.61759
TNFRSF11A,0.07552541,0.205190303,0.033739567,0.3015962,0.030232382,0.0256864
TNFRSF11B,1.3197,1.326,0.531869,1.91306,0.663978,0.0689367
TNFRSF12A,24.5033,9.03591,7.99756,13.609,11.3938,5.29537
TNFRSF13B,0,0,0,0,0.0840959,0
TNFRSF13C,5.58747,3.69036,4.38715,5.97519,3.74073,3.60131
TNFRSF14,0.177977,0.1006795,0.1500195,0.091351,0.0851145,0.1331695
TNFRSF17,0.165725,0.141381,0,0.177225,0,0
TNFRSF18,0,0.095020507,0.0265789,0.059554667,0,0.032727033
TNFRSF19,16.135325,16.61754725,10.01408,27.012955,15.8395515,9.74675
TNFRSF1A,15.645965,7.5744,3.302595,16.2085,15.88475,4.419905
TNFRSF1B,5.81619,8.29824,24.0964,1.61818,6.86494,40.5536
TNFRSF21,21.5234,18.6474,12.5284,22.7384,15.7318,12.4643
TNFRSF25,0.714792339,0.356166183,0.465271167,0.238807833,0.345988662,0.96477998
TNFRSF4,0,0,0,0.0773024,0.054554,0
TNFRSF6B,4.44336,5.65672,3.69382,3.36395,1.68542,5.5083
TNFRSF8,0.110764,0.0393724,0.02643185,0.02961255,0.0278643,0.0216973
TNFRSF9,0.843372,0.625642,0.76956,0.814395,0.509569,0.735217
TNFSF10,0.151003775,0.1700165,0.192735,0.3704575,0.15231275,0.09461325
TNFSF11,0.01583695,0.09131935,0,0,0.0239041,0
TNFSF12,0,0.3245175,0.207484,0.124737,0.0439104,0.0638695
TNFSF12-TNFSF13,0.195822,0,0,0.0769319,0.0660662,0
TNFSF13,0.279999857,0.181530247,0.224100857,0.264257,0.190313786,0.12107
TNFSF13B,0.2545815,0.322322,0.30724,0.3080045,0.456098,0.239597
TNFSF14,0.205908,0.151622,0.2168755,0.165182,0.093706,0.1994285
TNFSF15,0.1369325,0.1066205,0.128444,0.1024145,0.068759,0.0950345
TNFSF18,0,0,0,0,0,0
TNFSF4,0.077602008,0.098011,0.1015425,0.166098513,0.1156865,0.2137965
TNFSF8,0,0,0.00834165,0,0.0065953,0
TNFSF9,10.3759,0.334732,4.63922,1.39865,1.51349,7.58352
TNIK,0.183195333,0.533577942,0.126449922,0.502300742,0.31747289,0.233951811
TNIP1,0.983426351,0.902916359,1.068709622,1.172060104,1.009181851,1.092042964
TNIP2,4.839092,4.770603333,3.80956,4.290006667,3.712453333,5.308851667
TNIP3,0.124904333,0.094333033,0.110866267,0.1595613,0.05882256,0.127741667
TNK1,0.230517,0.0786625,0.132763943,0.209536,0.113716468,0.108982695
TNK2,3.324229333,3.050746667,2.788073333,2.89351,2.489701,3.622445667
TNKS,17.2521,13.9744,14.5707,22.622,14.9733,18.9964
TNKS1BP1,54.0339,34.7758,30.5994,55.7223,43.6632,41.3359
TNKS2,31.5271,22.9976,27.0324,37.9771,26.4147,28.2877
TNMD,0,0,0,0.120358,0,0
TNN,0.0389152,0.0774641,0.0123819,0,0.0489484,0.0304921
TNNC1,0.138414,0.59041,0.396359,1.03613,0.835679,0.976088
TNNC2,0.287128,0.122476,0,0,0.108347,0
TNNI1,0.165326,0.0918158,0.163056,0.173887,0.121719,0.131708
TNNI2,0.044929,0,0,0.144140333,0.135630667,0
TNNI3,0.73118,0.534665,0.299114,0.335108,0.394155,0.491072
TNNI3K,0,0,0,0,0,0
TNNT1,0.0664505,0.05451095,0.142715,0.11796775,0.06268725,0.08979675
TNNT2,0,0,0,0,0,0
TNNT3,0,0,0.01268576,0.0284246,0.03008984,0
TNP1,0,0,0,0,0,0
TNP2,0,0,0,0,0,0
TNPO1,21.5356,16.524285,15.95495,29.1964,23.6407,25.49815
TNPO2,15.36795068,12.19630667,14.67045456,17.46293428,10.62728639,13.96555333
TNPO3,9.863643333,8.812315,7.929973333,13.73422,10.01299333,10.84448667
TNR,0.0499757,0.031976,0,0,0,0
TNRC18,19.4636,27.1412,11.5064,32.4675,15.9285,15.6305
TNRC6A,5.937668,5.761658667,5.897244,7.5242,5.013709333,6.129994667
TNRC6B,1.054528667,1.002001667,0.895698333,1.373990667,0.999314667,1.496836667
TNRC6C,2.6861095,3.39677,2.734495,3.558081,2.534827,3.821315
TNS1,0.44264,0.761771,0.6464809,0.429590333,0.924812,0.433928067
TNS2,0.092115333,0.35775,0.045941,0.168472,0.028399867,0.081688667
TNS3,9.15052,7.12011,4.78314,13.1459,10.7382,7.72143
TNS4,0.0977989,0.0153372,0.0527394,0.107854,0.0766957,0.0451726
TNXB,0.17574605,0.2406215,0.1893495,0.2100635,0.141356,0.2121515
TOB1,6.759026667,5.271114333,6.240756667,7.65928,7.686338667,9.24002
TOB2,16.2055,18.5717,12.2875,21.2457,14.3891,21.7029
TOE1,10.9923,11.7138,7.40481,16.0663,11.973,11.0549
TOGARAM1,1.39501,1.608649433,1.3807607,2.61207,1.36753,1.581083333
TOGARAM2,0.024965133,0.022419967,0.154138333,0.016144833,0.0056969,0.159697333
TOLLIP,1.5810856,2.22314,1.1682116,2.1134328,1.931511,2.4597394
TOM1,1.550015003,1.469630003,1.21675,1.890666,1.741582333,1.751410986
TOM1L1,1.562184,1.633258056,1.6991328,1.58119,1.600948,2.056744
TOM1L2,0.2689402,0.613018755,0.332990075,0.464254298,0.355741423,0.576917669
TOMM20,171.662,128.324,150.346,235.966,167.3,171.126
TOMM20L,0.190867,1.06267,0.757556,0.613825,0.27875,0.624597
TOMM22,51.1608,52.7113,39.0048,56.351,52.5833,55.624
TOMM34,38.1582,20.4042,24.3039,28.1092,30.8177,23.3921
TOMM40,24.70037,23.17247333,15.98996667,26.5675,24.08585333,25.29144333
TOMM40L,1.198766667,1.826000662,0.996141333,1.659096946,1.397806667,1.373935717
TOMM5,39.86451667,36.322301,24.35279133,38.32394333,39.95695333,33.89158
TOMM6,114.792,124.654,90.2874,121.448,114.509,125.204
TOMM7,43.693,48.3674,46.1788,45.9734,44.5866,50.0258
TOMM70,25.0302,26.3282,18.9842,38.8697,30.2112,26.7051
TONSL,30.8325,26.3145,26.1998,26.0704,21.3093,29.2003
TOP1,87.7575,68.7789,50.7892,132.056,79.8778,68.2662
TOP1MT,6.653866668,5.676480867,7.0314,5.178500021,7.938001107,5.89023233
TOP2A,121.39,128.676,117.144,178.054,120.688,129.64
TOP2B,22.0716,25.51735,13.72711,34.4017,24.01675,21.68925
TOP3A,10.06047,9.53417,6.3008532,12.2854125,7.53661,7.003811489
TOP3B,1.31445622,1.417560266,0.7937075,2.5947865,1.46507825,1.49748625
TOPAZ1,0,0,0,0,0,0
TOPBP1,17.5288,15.9358,15.3789,24.1084,19.2171,18.3952
TOPORS,5.3656175,3.372203,4.338795,6.702585,5.042575,5.01157
TOR1A,68.8504,45.8261,43.4956,73.7703,54.7974,48.1621
TOR1AIP1,12.590105,8.75718,9.43245,14.73915,11.1536,9.392
TOR1AIP2,1.418927429,1.201402343,1.250256533,1.567649143,1.0699277,1.368835029
TOR1B,4.484286734,3.18734,3.423472,5.433072,3.801162,3.28786659
TOR2A,3.350295956,2.466045714,3.863812,3.147995286,3.226728143,4.088863286
TOR3A,49.5576,34.0588,41.4147,59.2417,42.3813,36.8402
TOR4A,0.510364,0.628817,0.234089,0.445455,0.222593,0.481088
TOX,4.19819,3.79857,6.92169,2.24476,2.6883,23.7741
TOX2,0.81939475,0.629480003,0.897756,1.36391,1.02735275,0.9214025
TOX3,2.808382,3.534857,3.1099145,2.3375845,2.907784,10.4312295
TOX4,7.256152825,7.3916,6.62125,10.31845014,8.285450211,8.214450128
TP53,2.499734787,2.607774173,2.240491267,2.332071467,2.588714293,3.331161831
TP53AIP1,0.27495375,0.1178875,0.221188675,0.1439344,0.1539915,0.54782975
TP53BP1,6.8579163,6.0697988,4.601562797,11.10720392,7.256698017,6.2206835
TP53BP2,9.68792,9.02575,7.38872,13.69253,10.567585,9.682985
TP53I11,1.080657858,0.965662219,1.427357206,1.102855178,0.931411921,1.971417673
TP53I13,70.1818,59.7217,35.58,58.4959,38.04,51.5834
TP53I3,9.796676667,7.7169,7.803986667,9.737283333,10.85383333,7.25933
TP53INP1,6.11393,4.44119,11.51334,4.188705,5.61014,9.529425
TP53INP2,0.8497875,0.8866252,0.78680775,0.92913612,0.699210093,1.305162558
TP53RK,9.42566,8.24989,6.03941,10.3121,8.95119,9.95792
TP53TG3,0,0,0,0,0,0
TP53TG3B,0,0,0,0,0,0
TP53TG3C,0,0,0,0,0,0
