"SOIidx","start","end","formula","mass","anot","Ampolla_P1_V1","Ampolla_P1_V3_5","Ampolla_P1_V4","Ampolla_P1_V6","Ampolla_P2_V1","Ampolla_P2_V3_5","Ampolla_P2_V4","Ampolla_P2_V6","Ampolla_P3_V1","Ampolla_P3_V3_5","Ampolla_P3_V4","Ampolla_P3_V6","Ampolla_P4_V1","Ampolla_P4_V3_5","Ampolla_P4_V4","Ampolla_P4_V6","Ampolla_P5_V1","Ampolla_P5_V3_5","Ampolla_P5_V4","Ampolla_P5_V6","Ampolla_P6_V1","Ampolla_P6_V3_5","Ampolla_P6_V4","Ampolla_P6_V6","Ampolla_P7_V1","Ampolla_P7_V3_5","Ampolla_P7_V4","Ampolla_P7_V6","Ampolla_P8_V1","Ampolla_P8_V3_5","Ampolla_P8_V4","Ampolla_P8_V6","Bf_1","Bi_1","Bi_2","QCa_00","QCa_01","QCa_02","QCa_03","QCa_04","QCa_05","QCa_06","QCa_07","QCa_08","QCa_09","QCa_10","QCa_11"
3317,82.92619816002,100.42454536002,"[C8H8N3O]+",162.06619,"C8H9N3O2_M+H-H2O; C8H7N3O_M+H",45992.23046875,36504.75,44589.828125,38031.1328125,38296.70703125,39450.91796875,48806.8125,38343.6875,41582.7890625,40316.5078125,49945.31640625,42033.171875,58787.19140625,49683.6640625,49883.953125,50375.6015625,38330.5078125,60031.515625,43268.62109375,39831.171875,47423.68359375,41628.91015625,41198.7890625,44486.90625,48411.28125,42541.43359375,50091.5234375,49208.94921875,40719.71875,53924.94140625,42477.98046875,34631.18359375,22665.615234375,NA,9015.2060546875,20518.28515625,27490.974609375,28757.275390625,30630.662109375,35736.99609375,34643.99609375,37192.2265625,47768.5234375,44326.73046875,52916.23046875,41955.95703125,43510.01171875
3318,276.41566687998,277.97592569598,"[C8H8N3O]+",162.06619,"C8H9N3O2_M+H-H2O; C8H7N3O_M+H",40835.6796875,28432.23046875,40612.7890625,32268.169921875,21900.59375,27843.1328125,30764.158203125,18791.931640625,33240.05859375,42394.6875,34869.94140625,29898.490234375,43934.265625,29847.267578125,33072.22265625,36883.7421875,22362.802734375,33070.17578125,20800.765625,21840.21484375,33346.12109375,22213.71484375,26186.783203125,28717.26171875,28070.966796875,32874.21875,37236.9296875,34353.2578125,26252.96484375,44167.36328125,22985.142578125,26900.75390625,15339.41015625,NA,9654.2314453125,47428.01171875,41979.02734375,42480.80859375,40646.4453125,40096.4296875,36578.1484375,35250.2734375,24762.646484375,25784.9296875,24424.462890625,30562.451171875,29050.068359375
3319,125,147.5,"[C8H8N3]+",146.07127,"C8H7N3_M+H",14118.5390625,9940.8759765625,10144.0791015625,6697.70947265625,11606.380859375,9314.4951171875,7467.580078125,7164.3427734375,7230.841796875,11293.8232421875,8812.6025390625,9138.3505859375,9185.1845703125,8776.255859375,7911.5732421875,12695.103515625,7413.3115234375,11580.0009765625,7910.1884765625,8776.26953125,11748.654296875,12570.61328125,8453.708984375,12109.76953125,12380.3642578125,11961.92578125,11188.9365234375,13755.4453125,8406.3125,13723.716796875,12278.240234375,9565.7646484375,9533.59765625,NA,NA,6836.35693359375,8974.8447265625,11619.0244140625,10425.6474609375,9843.34375,10964.1025390625,14040.75390625,7708.16357421875,12496.5146484375,12293.1376953125,11139.4658203125,9730.8564453125
3320,155,160,"[C8H8N3]+",146.07127,"C8H7N3_M+H",9349.46875,9831.8955078125,13882.076171875,9676.0546875,11421.1162109375,10736.953125,11357.658203125,10230.8779296875,8943.4384765625,12595.240234375,11879.3037109375,10250.12890625,11957.7001953125,7651.94873046875,12200.7890625,11510.4951171875,13081.548828125,15218.5595703125,9254.935546875,10726.5009765625,11748.654296875,13954.263671875,10113.708984375,10300.904296875,8450.0341796875,12800.1533203125,13509.509765625,7910.818359375,12083.1328125,13841.384765625,11839.5634765625,7594.56982421875,9706.4951171875,NA,7230.19921875,11454.6875,9043.3427734375,10568.8759765625,11000.21484375,12648.6943359375,11403.6103515625,12292.880859375,11520.8037109375,10028.4521484375,9719.900390625,10826.1611328125,8713.943359375
3321,252.5,257.5,"[C8H8N3]+",146.07127,"C8H7N3_M+H",NA,NA,NA,13692.16015625,9755.046875,10959.8125,NA,NA,NA,NA,NA,NA,12186.896484375,9352.8427734375,8844.7470703125,10805.61328125,6874.3544921875,11120.6875,7489.72705078125,7313.068359375,NA,NA,6675.44482421875,8229.017578125,NA,12400.4443359375,NA,8759.6767578125,9682.173828125,9311.92578125,NA,6346.7353515625,NA,NA,9093.2255859375,11965.3818359375,9538.5810546875,8813.150390625,8843.15625,10655.9033203125,8484.9501953125,12156.23828125,8897.6220703125,NA,NA,NA,11766.9609375
3324,85,92.5,"[C8H8NO2]+",150.05495,"C8H7NO2_M+H; C8H9NO3_M+H-H2O; C8H4O2_M+NH4",13060.9033203125,9239.6591796875,14005.650390625,13541.4326171875,12259.8388671875,14892.3818359375,13094.767578125,5890.0068359375,8241.1865234375,10437.6845703125,12458.916015625,12122.4296875,12373.9599609375,11971.0087890625,11783.3154296875,9831.08984375,10391.8857421875,19575.0234375,8695.302734375,8804.458984375,9325.4560546875,26100.4921875,19549.701171875,12751.119140625,13235.1630859375,13836.185546875,15794.1220703125,15273.0439453125,13002.8984375,20113.458984375,19047.9296875,13329.6064453125,NA,11450.130859375,NA,12529.8095703125,15275.03515625,10865.0615234375,14857.6259765625,13411.0146484375,13276.8369140625,9006.4560546875,14409.1494140625,12635.318359375,14404.6767578125,12628.7646484375,15500.7099609375
3325,105,135,"[C8H8NO3]+",166.04987,"C8H9NO4_M+H-H2O; C8H7NO3_M+H",15594.46875,14534.8154296875,16088.1240234375,10341.7890625,13631.6689453125,12848.416015625,13194.0478515625,12246.6337890625,10777.8505859375,14015.4521484375,12337.91015625,16460.5234375,16855.314453125,15422.6806640625,14957.615234375,18081.841796875,12792.1005859375,16377.40234375,13312.9853515625,13150.642578125,19575.107421875,14593.060546875,12592.7109375,18847.748046875,16381.0146484375,14684.6865234375,20298.357421875,19219.677734375,13736.451171875,17095.18359375,13342.2041015625,11134.505859375,NA,NA,NA,16371.8671875,17104.908203125,17771.041015625,10617.84375,11795.453125,14519.8583984375,19808.224609375,13070.0888671875,10910.2421875,15376.4033203125,15457.9365234375,12752.1630859375
3326,157.5,162.5,"[C8H8NO3]+",166.04987,"C8H9NO4_M+H-H2O; C8H7NO3_M+H",12735.2724609375,8962.564453125,8312.48828125,7671.19775390625,8632.2978515625,6175.73193359375,10867.5341796875,NA,8304.244140625,7536.41650390625,NA,8432.3662109375,6713.9365234375,7647.12744140625,11093.322265625,10197.7265625,6132.69677734375,9814.1220703125,8649.9384765625,7291.96435546875,9128.4208984375,14508.6630859375,7736.5361328125,9086.673828125,9466.5498046875,5919.45556640625,14108.359375,9838.4921875,12081.796875,8991.36328125,10560.4287109375,8429.486328125,NA,NA,NA,8316.2294921875,10606.2060546875,11039.6083984375,9171.216796875,10102.64453125,8118.76416015625,10546.576171875,6656.2265625,7671.19970703125,7520.22802734375,7262.7138671875,9677.859375
3327,30,57.5,"[C8H8NO]+",134.06004,"C8H9NO2_M+H-H2O; C8H7NO_M+H",470672.40625,709601,494961.625,482878.15625,564998.375,539949.5625,639509.25,430467.75,633297.4375,340935.15625,142499.828125,331854.84375,559703.3125,339830.34375,480252.375,470452.34375,1193635.875,939078.5,578481.375,617351.0625,647230.75,571112.8125,252151.953125,572085.8125,610932.25,406454.75,406671.59375,568021.9375,693198.25,686652.8125,125453.21875,185665.484375,17039.1796875,25713.30859375,28779.50390625,605687.8125,577975.875,568072.0625,570431.375,548358.75,593371.5,594986.1875,703804.375,666974.9375,681530.625,746702.375,757192.6875
3328,250,265,"[C8H8NaO6S]+",254.99338,"C8H8O6S_M+Na",20742.10546875,17199.884765625,12049.1669921875,14091.236328125,12465.7216796875,16648.30078125,17914.236328125,NA,17883.142578125,23584.69140625,16942.150390625,16874.71875,19853.37109375,12501.45703125,11400.400390625,10331.4912109375,12767.4609375,13282.1455078125,16458.580078125,10831.2548828125,15141.984375,10875.4755859375,NA,11357.3876953125,12159.6201171875,9098.5859375,11545.16796875,13582.0302734375,9605.83203125,18333.47265625,13368.1796875,13731.2265625,NA,NA,NA,28539.052734375,24083.580078125,16600.23828125,22083.158203125,22646.55078125,16663.54296875,18407.71484375,12648.0625,13924.21875,17292.0390625,13948.03125,16346.5830078125
3329,242.5,265,"[C8H8NaO7]+",239.01622,"C8H8O7_M+Na",16925.96484375,18598.9609375,11121.2451171875,10554.869140625,12699.802734375,9096.998046875,12116.765625,NA,10038.1767578125,21733.64453125,18229.3203125,16153.7744140625,18096.326171875,10762.1416015625,19981.84375,12157.94140625,NA,14377.8544921875,14825.6455078125,11051.3369140625,11504.7353515625,13080.9365234375,NA,15418.189453125,13405.1044921875,12913.6044921875,16194.9375,19159.98046875,NA,17509.8046875,NA,NA,NA,NA,NA,20955.501953125,20399.779296875,17243.279296875,15241.9912109375,15886.609375,12535.15234375,21290.4375,13965.6337890625,12544.0283203125,11323.1220703125,9756.0185546875,10483.8525390625
3330,177.5,197.5,"[C8H9Cl2NaO2]+",229.98718,"C8H9Cl2O2_M+Na",10080.1103515625,13215.3056640625,NA,16750.474609375,12810.4482421875,9895.4912109375,NA,NA,NA,14664.4892578125,NA,13118.2265625,8484.8828125,NA,11992.3798828125,8184.537109375,7167.19970703125,14224.8466796875,NA,NA,NA,10607.78515625,NA,10149.9794921875,NA,8552.3251953125,8891.4404296875,11336.953125,NA,15838.4208984375,NA,NA,NA,NA,NA,23589.947265625,22734.755859375,16542.97265625,19584.439453125,14259.521484375,11976.4697265625,17555.08203125,10338.46484375,7707.76513671875,NA,NA,NA
3331,137.5,160,"[C8H9Cl2NaO2]+",229.98718,"C8H9Cl2O2_M+Na",NA,11358.7578125,9409.521484375,7399.24755859375,7348.9482421875,13651.6328125,NA,NA,NA,12325.6142578125,NA,7892.5283203125,8416.130859375,6205.73876953125,8477.5556640625,8910.1962890625,NA,9665.365234375,8513.0556640625,NA,NA,9758.896484375,NA,7142.6015625,NA,10742.712890625,10407.962890625,10398.0712890625,NA,18130.4921875,NA,NA,NA,NA,NA,16352.201171875,12042.998046875,13048.8564453125,14742.923828125,10869.927734375,12909.4326171875,11390.564453125,8418.4189453125,NA,NA,NA,NA
3332,120,132.5,"[C8H9Cl2NaO2]+",229.98718,"C8H9Cl2O2_M+Na",7636.09716796875,11358.7578125,9902.8125,8684.865234375,7511.6943359375,8673.8837890625,8505.6796875,NA,NA,12589.833984375,NA,13631.595703125,13705.0478515625,NA,11725.8544921875,9216.142578125,NA,12961.50390625,NA,NA,NA,8043.15087890625,NA,9060.93359375,9954.931640625,10818.19921875,NA,11752.115234375,NA,18130.4921875,NA,NA,NA,NA,NA,12631.4873046875,12152.259765625,13048.8564453125,14742.923828125,9880.8037109375,10795.736328125,10184.1015625,10630.4638671875,NA,NA,NA,NA
3333,415,422.5,"[C8H9ClNaO]+",179.02341,"C8H9ClO_M+Na",162856.53125,104962.3125,13359.2470703125,97098.5546875,40331.63671875,39683.84375,64102.80078125,62341.55859375,63216.48828125,45095.0390625,48516.58203125,29517.576171875,16245.16796875,9345.5634765625,23010.677734375,21769.97265625,39125.90234375,70410.8828125,32053.52734375,13565.9111328125,NA,52656.94921875,49518.7109375,36344.015625,18034.23046875,45660.66796875,NA,54492.28515625,31109.00390625,24111.6484375,35854.7890625,41447.74609375,NA,NA,NA,21580.92578125,25047.41015625,32095.6171875,27522.20703125,19891.845703125,29718.552734375,24266.083984375,31492.6875,61770.86328125,19292.3671875,21380.208984375,17229.59375
3335,87.5,100,"[C8H9N2O3]+",181.06077,"C8H8N2O3_M+H; C8H10N2O4_M+H-H2O",16428.220703125,NA,11820.5703125,9125.943359375,21589.609375,21205.634765625,13997.822265625,9999.228515625,11347.421875,10268.87890625,12030.265625,19642.64453125,12823.6240234375,12189.2255859375,13137.7216796875,11804.234375,12691.0732421875,24860.3828125,11807.5703125,17546.458984375,19793.595703125,35865.703125,12881.337890625,9733.3525390625,18735.119140625,19844.69140625,14679.2373046875,22464.947265625,11968.0556640625,11969.138671875,21577.076171875,13942.9052734375,9266.67578125,NA,NA,15450.7705078125,11948.1845703125,11285.30859375,13187.615234375,11934.66796875,11935.703125,13002.6982421875,17169.21484375,16258.654296875,19392.794921875,15192.59375,13849.3134765625
3336,257.5,265,"[C8H9NNaO5S]+",254.00936,"C8H9NO5S_M+Na",20519.619140625,19381.83203125,18763.4765625,8925.9150390625,13310.078125,10853.4482421875,14281.1962890625,NA,24368.318359375,20452.673828125,14971.65625,17241.330078125,18913.193359375,16780.927734375,15267.6435546875,13485.923828125,9509.41015625,9873.84375,18678.955078125,18536.90234375,19622.234375,15322.4697265625,NA,18914.810546875,14106.4912109375,10442.0732421875,15870.0908203125,22826.078125,NA,20570.810546875,8612.583984375,13326.462890625,NA,NA,NA,25262.189453125,21277.806640625,14035.4697265625,17093.427734375,10030.3701171875,11884.5791015625,13509.9248046875,12858.04296875,9795.296875,10985.90234375,11330.71484375,9500.158203125
3337,330,335,"[C8H9NO]+",135.06786,"C8H8NO_M+H",6894.556640625,7821.44970703125,NA,NA,NA,NA,8736.8193359375,NA,NA,8484.34375,NA,7148.2275390625,11695.765625,NA,9504.0263671875,9024.5625,NA,8720.1796875,NA,NA,10125.5400390625,NA,NA,8661.3115234375,NA,NA,NA,9004.16015625,NA,10576.9853515625,NA,NA,NA,NA,NA,9788.177734375,8685.3427734375,10476.9189453125,6951.6162109375,8267.5947265625,NA,10316.201171875,NA,8779.189453125,NA,NA,NA
3338,417.5,422.5,"[C8H9O]+",121.06479,"C8H10O2_M+H-H2O; C8H8O_M+H",5673.611328125,NA,NA,6406.54541015625,6834.8115234375,NA,4835.8955078125,4785.59912109375,6623.6435546875,NA,NA,NA,NA,4788.6220703125,7393.18701171875,5636.2587890625,6283.6435546875,5611.6357421875,5886.0126953125,NA,NA,7013.64892578125,NA,5969.87451171875,NA,5382.52685546875,NA,NA,5329.39501953125,5712.24169921875,5795.484375,5551.1875,NA,11025.439453125,NA,6883.2978515625,6529.4697265625,7197.65283203125,9358.9873046875,8493.513671875,6719.5712890625,10564.1630859375,NA,NA,5252.36083984375,5010.64404296875,7406.05615234375
3340,150,175,"[C9H10N3O2]+",192.07675,"C9H6N2O2_M+NH4; C9H11N3O3_M+H-H2O; C9H9N3O2_M+H",8910.3095703125,8733.064453125,25122.626953125,9755.8056640625,6705.9462890625,8378.1318359375,14162.529296875,7390.046875,9658.9150390625,9236.7705078125,11577.26953125,11218.5341796875,11144.2529296875,11938.1533203125,9043.8154296875,10649.0625,8250.64453125,13231.947265625,15308.6689453125,9440.1689453125,9417.7529296875,12494.4775390625,13580.822265625,10850.767578125,9689.7880859375,10994.2666015625,11847.361328125,9755.1328125,10016.62890625,11209.4501953125,13159.7587890625,11372.439453125,NA,NA,NA,10471.236328125,15820.931640625,14479.236328125,8585.6455078125,11260.3095703125,11734.11328125,14435.240234375,11850.6376953125,13259.2822265625,9752.3994140625,11690.5361328125,11369.4580078125
3346,30,57.5,"[C9H10NO]+",148.07569,"C9H9NO_M+H; C9H11NO2_M+H-H2O",19141.482421875,13958.044921875,19267.31640625,26208.224609375,27052.046875,23534.318359375,22972.255859375,20267.8359375,13756.388671875,12185.0205078125,16179.8955078125,22804.31640625,89576.2578125,75233.4609375,60320.73046875,77217.1015625,122681.7578125,74261.015625,105112.3125,119949.5078125,32440.953125,24557.388671875,35408.66796875,14477.978515625,21171.12109375,14022.7119140625,19407.525390625,23605.240234375,32232.103515625,35051.86328125,15391.572265625,24954.740234375,14000.5947265625,39197.359375,22470.5859375,123856.0078125,111731.875,117654.2734375,119256.8828125,140001.3125,133221.40625,125863.046875,125689.84375,148531.9375,141033.53125,145881.515625,145056.984375
3347,357.5,372.5,"[C9H10N]+",132.08077,"C9H6_M+NH4; C9H9N_M+H",37682.53125,57052.1328125,63996.109375,76393.75,38337.2734375,41237.49609375,34815.48828125,29140.40234375,47555.42578125,37803.6640625,58528.82421875,33795.71484375,56243.55859375,36042.5625,29411.77734375,38296.01171875,38788.37890625,64325.5048828125,31699.58984375,24111.208984375,34007.7578125,50894.14453125,44657.12890625,33977.29296875,45625.2451171875,45873.98046875,47793.8515625,52965.90625,32236.052734375,76439.46484375,21424.736328125,21985.5908203125,4934.00341796875,12925.1005859375,12757.6201171875,67686.875,57647.5234375,51054.0078125,62724.59765625,64210.70703125,92038.109375,6615.65869140625,25944.64453125,27347.2578125,24425.52734375,25614.533203125,33501.06640625
3348,92.5,120,"[C9H11N2NaO]+",186.07636,"C9H11N2O_M+Na",31563.349609375,12765.9296875,24063.025390625,14825.376953125,22942.783203125,16820.54296875,20008.078125,12857.5634765625,22355.431640625,17609.82421875,18403.208984375,27017.529296875,23429.427734375,22061.27734375,25441.3671875,30187.052734375,19345.916015625,25859.951171875,20011.958984375,19513.830078125,21293.689453125,19694.546875,12705.587890625,18397.765625,28814.630859375,18901.06640625,20921.345703125,24173.068359375,17493.447265625,19312.470703125,19038.6953125,17021.966796875,6842.8583984375,NA,NA,19978.75,20439.89453125,19164.984375,19871.328125,19264.455078125,19026.662109375,19840.9296875,21489.759765625,26477.654296875,24014.16796875,25002.931640625,23999.744140625
3349,42.5,52.5,"[C9H11N2NaO]+",186.07636,"C9H11N2O_M+Na",24871.583984375,20447.029296875,19620.69921875,10901.990234375,15346.173828125,18304.91015625,17660.064453125,8317.296875,20936.30078125,10475.439453125,18394.552734375,18666.931640625,20298.26171875,14368.0166015625,26904.6328125,18096.78125,15203.708984375,25429.201171875,23971.283203125,27574.33203125,22977.19140625,18383.505859375,11477.7646484375,15880.6328125,18885.16015625,17040.69921875,18277.912109375,15870.822265625,15987.6533203125,18951.037109375,11057.5888671875,12492.4111328125,8534.52734375,NA,NA,16793.134765625,16988.357421875,15899.3017578125,21342.5859375,16868.91796875,13153.34375,19481.599609375,20308.634765625,25386.388671875,20671.009765625,19214.662109375,23476.533203125
3350,122.5,148,"[C9H11N2NaO]+",186.07636,"C9H11N2O_M+Na",33692.8984375,18075.96875,29044.59375,15277.4521484375,22942.783203125,19723.365234375,21024.103515625,13860.53125,22355.431640625,17986.888671875,27458.28515625,27017.529296875,28413.591796875,30172.560546875,26147.296875,30187.052734375,20821.197265625,25859.951171875,20658.486328125,19498.1171875,25165.302734375,25558.697265625,14184.09375,22084.474609375,31666.193359375,27316.41796875,32707.337890625,29108.0703125,19114.423828125,21557.7734375,20769.271484375,19354.720703125,8460.5458984375,NA,NA,18063.990234375,19714.27734375,15625.3623046875,19871.328125,18183.580078125,16609.73046875,18772.50390625,21489.759765625,25001.9375,24276.541015625,23890.546875,23758.05859375
3351,122.5,127.5,"[C9H11N2Na]+",170.08144,"C9H11N2_M+Na",8924.1806640625,14905.556640625,9450.66796875,10029.2177734375,9000.875,6272.93603515625,11340.2578125,6400.47119140625,13907.6171875,10727.4140625,11867.4482421875,11575.1767578125,10488.85546875,7595.04150390625,8413.4619140625,13741.0908203125,10950.498046875,12451.974609375,8640.939453125,13942.52734375,10090.8623046875,13211.083984375,9248.1474609375,10276.5283203125,10076.6240234375,11423.984375,10525.3857421875,9016.5693359375,11459.326171875,10525.6787109375,13596.6474609375,11599.568359375,10471.7265625,NA,5509.35888671875,11514.83984375,10254.1689453125,8554.912109375,10068.513671875,6669.5078125,12464.4033203125,13150.7041015625,8882.9521484375,9888.9384765625,8197.8212890625,9262.52734375,11968.8212890625
3352,147.5,175,"[C9H11N2O3]+",195.07642,"C9H12N2O4_M+H-H2O; C9H10N2O3_M+H; C9H7NO3_M+NH4",16387.56640625,15773.5673828125,23429.822265625,17298.775390625,17060.791015625,18660.16796875,17474.046875,10661.001953125,15689.0419921875,14700.5380859375,12070.2265625,15332.6650390625,36735.38671875,16500.869140625,25242.537109375,22847.287109375,16516.96484375,28331.96484375,15527.373046875,22733.408203125,19186.66796875,27081.31640625,14095.1845703125,24217.44140625,16421.111328125,18351.177734375,27461.271484375,22441.6484375,14234.5205078125,16909.826171875,21891.24609375,14187.4501953125,7914.90869140625,NA,NA,24097.216796875,20689.029296875,23984.376953125,24481.765625,21598.21484375,26591.48046875,21607.2109375,22313.390625,23632.791015625,23775.685546875,24701.18359375,26999.73828125
